Location,Month,MonthlyCases,MonthlySlope,MeanSlope
"Korea, South",2022-06,249442,93568.94460511679,31122.75996055227
Malaysia,2022-06,59545,13753.42447163515,8304.36469428008
Mexico,2022-06,258625,8588.153058954395,13690.708481262327
Netherlands,2022-06,98213,26572.69410456062,14169.667751479292
New South Wales,2022-06,227371,13875.539933259177,4470.288362919132
Pakistan,2022-06,6026,239.3483870967742,3691.2786982248517
Peru,2022-06,45842,3077.7908787541714,8656.709960552265
Philippines,2022-06,13826,5933.887652947719,7891.337179487178
Poland,2022-06,7408,9936.44404894327,12598.207692307695
Portugal,2022-06,488218,19444.909010011124,8483.644871794872
Romania,2022-06,10266,5650.862068965517,6115.0235700197245
Russia,2022-06,97358,42037.84738598443,36967.96114398423
Serbia,2022-06,11949,4206.009121245828,4290.7644970414185
Slovakia,2022-06,8552,6886.801779755284,4713.567061143984
South Africa,2022-06,35667,3286.9401557285873,8959.874556213017
Spain,2022-06,407774,31116.560177975527,24604.73234714004
Sweden,2022-06,11251,4936.926585094549,5093.508185404339
Switzerland,2022-06,84744,12563.200889877642,6739.845759368836
Taiwan*,2022-06,1734300,23263.011790878754,7575.245167652862
Thailand,2022-06,72458,16760.656062291437,7362.509861932941
Turkey,2022-06,50584,33148.38331479421,30693.57544378698
US,2022-06,3347871,156300.62513904338,187040.68047337275
Ukraine,2022-06,42797,8945.939933259177,11039.08934911242
United Kingdom,2022-06,419758,63206.17463848721,41983.094871794885
Victoria,2022-06,211939,10378.428476084538,3348.961439842209
Vietnam,2022-06,27091,50649.73659621802,15338.120414201185
Argentina,2022-07,193135,13909.008064516129,19459.634615384617
Austria,2022-07,314276,16467.67177419355,7888.694082840237
Bangladesh,2022-07,31468,1129.5604838709678,4491.330867850099
Belgium,2022-07,168177,10806.72943548387,7980.535305719923
Brazil,2022-07,1475882,34599.48266129032,73173.49684418144
Chile,2022-07,250853,9471.52056451613,8254.774358974359
Colombia,2022-07,90617,1826.1903225806452,14433.826923076924
Czechia,2022-07,68565,7528.784274193548,8471.885996055227
Denmark,2022-07,57900,10848.123790322581,5091.294378698225
France,2022-07,2656069,105037.86733870968,55232.15719921105
Georgia,2022-07,25789,3856.779435483871,3135.4607495069035
Germany,2022-07,2606448,114764.79274193548,49017.373865877715
Greece,2022-07,672921,16394.21612903226,7036.486094674554
Hungary,2022-07,37356,3375.4068548387095,3974.0292899408287
India,2022-07,567041,19815.38387096774,99855.6201183432
Indonesia,2022-07,118638,9095.846370967742,12783.858579881655
Iran,2022-07,152900,7214.948387096774,15860.356607495067
Iraq,2022-07,96136,1173.0189516129033,5514.051676528598
Ireland,2022-07,43552,4583.354435483871,2801.6844181459555
Israel,2022-07,229023,12937.574193548387,7799.16311637081
Italy,2022-07,2516914,67631.6443548387,35780.762919132154
Japan,2022-07,3463080,55672.6375,27848.70256410256
Jordan,2022-07,10682,2662.1548387096773,3424.101972386587
Kazakhstan,2022-07,43876,1883.85,2986.036785009862
"Korea, South",2022-07,1451882,89875.00201612903,31122.75996055227
Malaysia,2022-07,113998,12232.96935483871,8304.36469428008
Mexico,2022-07,677245,10662.6,13690.708481262327
Netherlands,2022-07,147120,23321.32620967742,14169.667751479292
New South Wales,2022-07,379253,14300.583467741935,4470.288362919132
Pakistan,2022-07,18112,16.683870967741935,3691.2786982248517
Peru,2022-07,283068,3770.142741935484,8656.709960552265
Philippines,2022-07,72220,5067.543951612904,7891.337179487178
Poland,2022-07,54673,8122.885887096774,12598.207692307695
Portugal,2022-07,169376,17603.8125,8483.644871794872
Romania,2022-07,144186,5404.585483870967,6115.0235700197245
Russia,2022-07,169548,35460.75120967742,36967.96114398423
Serbia,2022-07,93622,3968.8040322580646,4290.7644970414185
Slovakia,2022-07,29931,5907.860483870968,4713.567061143984
South Africa,2022-07,11680,2244.3048387096774,8959.874556213017
Spain,2022-07,492541,28611.114919354837,24604.73234714004
Sweden,2022-07,20516,4090.2754032258063,5093.508185404339
Switzerland,2022-07,189529,11773.735483870967,6739.845759368836
Taiwan*,2022-07,820902,25287.704838709677,7575.245167652862
Thailand,2022-07,69369,14697.037903225806,7362.509861932941
Turkey,2022-07,766164,31625.720161290323,30693.57544378698
US,2022-07,3670010,146168.5879032258,187040.68047337275
Ukraine,2022-07,7623,7087.433467741936,11039.08934911242
United Kingdom,2022-07,584134,56232.9495967742,41983.094871794885
Victoria,2022-07,310232,10854.764112903225,3348.961439842209
Vietnam,2022-07,33162,43935.27338709677,15338.120414201185
Argentina,2022-08,117918,11562.285740469208,19459.634615384617
Austria,2022-08,181967,15129.506231671554,7888.694082840237
Bangladesh,2022-08,6689,697.3464076246335,4491.330867850099
Belgium,2022-08,68060,9401.93969941349,7980.535305719923
Brazil,2022-08,595953,28638.943731671556,73173.49684418144
Chile,2022-08,266876,9349.404692082111,8254.774358974359
Colombia,2022-08,33797,703.7780425219942,14433.826923076924
Czechia,2022-08,78744,6509.176686217009,8471.885996055227
Denmark,2022-08,43539,9517.363819648093,5091.294378698225
France,2022-08,699915,93440.7021627566,55232.15719921105
Georgia,2022-08,49464,3478.1510263929617,3135.4607495069035
Germany,2022-08,1357848,106403.83999266863,49017.373865877715
Greece,2022-08,413404,16455.537573313784,7036.486094674554
Hungary,2022-08,83066,3180.2754765395894,3974.0292899408287
India,2022-08,400064,12215.911473607039,99855.6201183432
Indonesia,2022-08,151710,7993.275293255132,12783.858579881655
Iran,2022-08,137935,5988.10538856305,15860.356607495067
Iraq,2022-08,13073,692.5657991202346,5514.051676528598
Ireland,2022-08,12790,3938.0062316715544,2801.6844181459555
Israel,2022-08,51361,11213.43530058651,7799.16311637081
Italy,2022-08,827732,62330.02620967742,35780.762919132154
Japan,2022-08,6171466,83331.44208211143,27848.70256410256
Jordan,2022-08,25616,2252.2919721407625,3424.101972386587
Kazakhstan,2022-08,38669,1668.4219208211143,2986.036785009862
"Korea, South",2022-08,3507158,97998.74816715543,31122.75996055227
Malaysia,2022-08,102571,10845.890029325514,8304.36469428008
Mexico,2022-08,302663,10182.771627565982,13690.708481262327
Netherlands,2022-08,54987,19986.65194281525,14169.667751479292
New South Wales,2022-08,241616,13787.47965542522,4470.288362919132
Pakistan,2022-08,14485,-187.46407624633432,3691.2786982248517
Peru,2022-08,194004,3813.0795454545455,8656.709960552265
Philippines,2022-08,103602,4503.30883431085,7891.337179487178
Poland,2022-08,107220,6881.171004398827,12598.207692307695
Portugal,2022-08,79528,15476.478372434018,8483.644871794872
Romania,2022-08,155707,5236.439516129032,6115.0235700197245
Russia,2022-08,913861,34069.69043255132,36967.96114398423
Serbia,2022-08,160170,4128.942998533725,4290.7644970414185
Slovakia,2022-08,-299,4896.017595307918,4713.567061143984
South Africa,2022-08,6813,1344.9103739002933,8959.874556213017
Spain,2022-08,115951,24244.690615835778,24604.73234714004
Sweden,2022-08,24708,3393.328262463343,5093.508185404339
Switzerland,2022-08,95752,10523.603555718475,6739.845759368836
Taiwan*,2022-08,719844,26237.90249266862,7575.245167652862
Thailand,2022-08,60639,12863.789772727272,7362.509861932941
Turkey,2022-08,782353,30283.544721407623,30693.57544378698
US,2022-08,3182830,134222.59934017595,187040.68047337275
Ukraine,2022-08,34620,5669.400109970675,11039.08934911242
United Kingdom,2022-08,217313,48084.2474340176,41983.094871794885
Victoria,2022-08,138353,10208.93969941349,3348.961439842209
Vietnam,2022-08,632047,41556.594758064515,15338.120414201185
Argentina,2022-09,30195,9086.204211229946,19459.634615384617
Austria,2022-09,175517,13904.933155080214,7888.694082840237
Bangladesh,2022-09,13251,370.45588235294116,4491.330867850099
Belgium,2022-09,62190,8155.8736631016045,7980.535305719923
Brazil,2022-09,242671,21656.0320855615,73173.49684418144
Chile,2022-09,115885,8390.750334224598,8254.774358974359
Colombia,2022-09,7777,-369.47159090909093,14433.826923076924
Czechia,2022-09,94310,5712.479612299465,8471.885996055227
Denmark,2022-09,26329,8271.400401069519,5091.294378698225
France,2022-09,839756,84076.20855614974,55232.15719921105
Georgia,2022-09,45009,3121.8913770053477,3135.4607495069035
Germany,2022-09,1167216,97885.21156417113,49017.373865877715
Greece,2022-09,157365,15049.175467914438,7036.486094674554
Hungary,2022-09,45595,2801.149064171123,3974.0292899408287
India,2022-09,154773,4539.841243315508,99855.6201183432
Indonesia,2022-09,72816,6614.741644385027,12783.858579881655
Iran,2022-09,19687,4306.839237967914,15860.356607495067
Iraq,2022-09,2111,232.00534759358288,5514.051676528598
Ireland,2022-09,6697,3349.4502005347595,2801.6844181459555
Israel,2022-09,29153,9605.611965240641,7799.16311637081
Italy,2022-09,599521,56381.941510695186,35780.762919132154
Japan,2022-09,2327073,85253.31517379679,27848.70256410256
Jordan,2022-09,11502,1825.0457887700534,3424.101972386587
Kazakhstan,2022-09,5215,1302.0381016042782,2986.036785009862
"Korea, South",2022-09,1468117,93304.31450534759,31122.75996055227
Malaysia,2022-09,58255,9401.188502673796,8304.36469428008
Mexico,2022-09,74699,8511.54077540107,13690.708481262327
Netherlands,2022-09,44550,17059.923796791445,14169.667751479292
New South Wales,2022-09,69763,12369.44986631016,4470.288362919132
Pakistan,2022-09,3522,-414.30080213903744,3691.2786982248517
Peru,2022-09,40542,3007.6256684491977,8656.709960552265
Philippines,2022-09,67811,3820.1497326203207,7891.337179487178
Poland,2022-09,116673,5865.695187165776,12598.207692307695
Portugal,2022-09,73400,13597.648061497326,8483.644871794872
Romania,2022-09,49208,4499.551470588235,6115.0235700197245
Russia,2022-09,1440301,35549.66844919786,36967.96114398423
Serbia,2022-09,78543,3803.0905748663104,4290.7644970414185
Slovakia,2022-09,44569,4271.07820855615,4713.567061143984
South Africa,2022-09,7140,593.9796122994652,8959.874556213017
Spain,2022-09,80454,20305.987633689838,24604.73234714004
Sweden,2022-09,24018,2793.8088235294117,5093.508185404339
Switzerland,2022-09,58948,9234.30915775401,6739.845759368836
Taiwan*,2022-09,1153371,29203.51604278075,7575.245167652862
Thailand,2022-09,29209,11107.38736631016,7362.509861932941
Turkey,2022-09,201945,25905.316176470587,30693.57544378698
US,2022-09,1833325,116386.4719251337,187040.68047337275
Ukraine,2022-09,148762,5074.0922459893045,11039.08934911242
United Kingdom,2022-09,151060,40718.54645721925,41983.094871794885
Victoria,2022-09,46884,9129.898395721924,3348.961439842209
Vietnam,2022-09,67677,36344.71356951872,15338.120414201185
Argentina,2022-10,10455,6876.767150496562,19459.634615384617
Austria,2022-10,308040,13482.186860198624,7888.694082840237
Bangladesh,2022-10,10043,79.91291061879298,4491.330867850099
Belgium,2022-10,67734,7103.967150496563,7980.535305719923
Brazil,2022-10,156225,15289.930786860199,73173.49684418144
Chile,2022-10,135879,7650.106951871658,8254.774358974359
Colombia,2022-10,2344,-1289.6773109243697,14433.826923076924
Czechia,2022-10,70267,4898.314591291062,8471.885996055227
Denmark,2022-10,35060,7235.065851795263,5091.294378698225
France,2022-10,1413500,78738.7540106952,55232.15719921105
Georgia,2022-10,0,2582.231779984721,3135.4607495069035
Germany,2022-10,2258758,95794.00259740259,49017.373865877715
Greece,2022-10,215008,14091.571886936594,7036.486094674554
Hungary,2022-10,47371,2479.935370511841,3974.0292899408287
India,2022-10,63526,-2341.9929717341483,99855.6201183432
Indonesia,2022-10,61455,5374.943468296409,12783.858579881655
Iran,2022-10,9002,2829.724064171123,15860.356607495067
Iraq,2022-10,1502,-156.16440030557678,5514.051676528598
Ireland,2022-10,8666,2851.8617265087855,2801.6844181459555
Israel,2022-10,21881,8180.211611917494,7799.16311637081
Italy,2022-10,1063745,53479.884644767,35780.762919132154
Japan,2022-10,1030671,79889.08510313217,27848.70256410256
Jordan,2022-10,0,1401.6924369747899,3424.101972386587
Kazakhstan,2022-10,1323,970.4271963330787,2986.036785009862
"Korea, South",2022-10,819653,85650.96317799848,31122.75996055227
Malaysia,2022-10,62085,8168.775859434683,8304.36469428008
Mexico,2022-10,21784,6808.666615737204,13690.708481262327
Netherlands,2022-10,80962,14717.737356760887,14169.667751479292
New South Wales,2022-10,41415,10982.063101604279,4470.288362919132
Pakistan,2022-10,1496,-611.5211611917495,3691.2786982248517
Peru,2022-10,12508,2179.676088617265,8656.709960552265
Philippines,2022-10,56425,3173.9894576012225,7891.337179487178
Poland,2022-10,46877,4637.693353705118,12598.207692307695
Portugal,2022-10,27191,11729.88372803667,8483.644871794872
Romania,2022-10,18173,3706.105882352941,6115.0235700197245
Russia,2022-10,439710,31559.15935828877,36967.96114398423
Serbia,2022-10,42374,3329.9156608097783,4290.7644970414185
Slovakia,2022-10,17865,3593.9434682964093,4713.567061143984
South Africa,2022-10,9231,-24.458365164247517,8959.874556213017
Spain,2022-10,88784,16962.248739495797,24604.73234714004
Sweden,2022-10,23139,2275.5229946524064,5093.508185404339
Switzerland,2022-10,128063,8461.455462184875,6739.845759368836
Taiwan*,2022-10,1251326,32022.337509549274,7575.245167652862
Thailand,2022-10,10316,9491.96424751719,7362.509861932941
Turkey,2022-10,45845,21337.892131398014,30693.57544378698
US,2022-10,1130186,97385.97509549274,187040.68047337275
Ukraine,2022-10,123077,4422.747746371276,11039.08934911242
United Kingdom,2022-10,225633,34749.093812070285,41983.094871794885
Victoria,2022-10,37427,8136.679602750191,3348.961439842209
Vietnam,2022-10,23529,31594.17372039725,15338.120414201185
Argentina,2022-11,8372,4982.3829131652665,19459.634615384617
Austria,2022-11,122066,12178.093837535014,7888.694082840237
Bangladesh,2022-11,1345,-205.3893557422969,4491.330867850099
Belgium,2022-11,27172,5995.388515406163,7980.535305719923
Brazil,2022-11,398850,11037.079551820729,73173.49684418144
Chile,2022-11,159824,7106.971988795518,8254.774358974359
Colombia,2022-11,2941,-2051.9131652661063,14433.826923076924
Czechia,2022-11,45115,4072.8700280112043,8471.885996055227
Denmark,2022-11,19106,6256.094677871149,5091.294378698225
France,2022-11,1003982,71940.42661064425,55232.15719921105
Georgia,2022-11,25007,2236.7302521008405,3135.4607495069035
Germany,2022-11,892354,87078.52268907563,49017.373865877715
Greece,2022-11,269490,13481.344257703082,7036.486094674554
Hungary,2022-11,24839,2091.62324929972,3974.0292899408287
India,2022-11,19225,-8309.430252100841,99855.6201183432
Indonesia,2022-11,171765,4835.565266106442,12783.858579881655
Iran,2022-11,2056,1545.2098039215687,15860.356607495067
Iraq,2022-11,2240,-477.2296918767507,5514.051676528598
Ireland,2022-11,8229,2419.173949579832,2801.6844181459555
Israel,2022-11,37959,7023.198879551821,7799.16311637081
Italy,2022-11,729637,49202.02801120448,35780.762919132154
Japan,2022-11,2490716,81965.52044817928,27848.70256410256
Jordan,2022-11,0,1040.2072829131653,3424.101972386587
Kazakhstan,2022-11,703,684.9322128851541,2986.036785009862
"Korea, South",2022-11,1540146,82259.78319327731,31122.75996055227
Malaysia,2022-11,89204,7226.135854341736,8304.36469428008
Mexico,2022-11,14183,5312.878431372549,13690.708481262327
Netherlands,2022-11,30164,12442.782352941176,14169.667751479292
New South Wales,2022-11,91185,10004.00532212885,4470.288362919132
Pakistan,2022-11,1131,-775.6366946778711,3691.2786982248517
Peru,2022-11,95459,1870.4008403361345,8656.709960552265
Philippines,2022-11,31812,2500.1266106442577,7891.337179487178
Poland,2022-11,12320,3421.869467787115,12598.207692307695
Portugal,2022-11,21534,10081.724649859943,8483.644871794872
Romania,2022-11,10099,2985.027170868347,6115.0235700197245
Russia,2022-11,159818,26731.63193277311,36967.96114398423
Serbia,2022-11,19273,2807.4885154061626,4290.7644970414185
Slovakia,2022-11,7048,2957.8165266106444,4713.567061143984
South Africa,2022-11,13582,-521.9327731092437,8959.874556213017
Spain,2022-11,83736,14055.066386554621,24604.73234714004
Sweden,2022-11,15106,1792.0619047619048,5093.508185404339
Switzerland,2022-11,105961,7668.190196078432,6739.845759368836
Taiwan*,2022-11,600640,31133.786274509803,7575.245167652862
Thailand,2022-11,14796,8114.219327731093,7362.509861932941
Turkey,2022-11,0,17190.03725490196,30693.57544378698
US,2022-11,1321555,81909.28739495798,187040.68047337275
Ukraine,2022-11,41543,3467.541176470588,11039.08934911242
United Kingdom,2022-11,99683,28980.89019607843,41983.094871794885
Victoria,2022-11,85802,7495.878711484594,3348.961439842209
Vietnam,2022-11,13023,27412.2918767507,15338.120414201185
Argentina,2022-12,163892,4064.7602316602315,19459.634615384617
Austria,2022-12,143460,11121.114157014157,7888.694082840237
Bangladesh,2022-12,540,-448.41248391248394,4491.330867850099
Belgium,2022-12,28837,5042.079536679536,7980.535305719923
Brazil,2022-12,1103682,10579.925225225224,73173.49684418144
Chile,2022-12,117517,6426.880952380952,8254.774358974359
Colombia,2022-12,24003,-2589.8599742599745,14433.826923076924
Czechia,2022-12,21673,3253.622265122265,8471.885996055227
Denmark,2022-12,32136,5461.9788931788935,5091.294378698225
France,2022-12,1437130,67840.96872586872,55232.15719921105
Georgia,2022-12,3122,1837.0432432432433,3135.4607495069035
Germany,2022-12,906381,79408.04401544401,49017.373865877715
Greece,2022-12,143797,12340.412226512226,7036.486094674554
Hungary,2022-12,19464,1730.8980694980694,3974.0292899408287
India,2022-12,6010,-13358.15250965251,99855.6201183432
Indonesia,2022-12,54971,3833.3432432432433,12783.858579881655
Iran,2022-12,1434,453.4468468468468,15860.356607495067
Iraq,2022-12,1383,-749.3872586872587,5514.051676528598
Ireland,2022-12,7120,2038.8100386100386,2801.6844181459555
Israel,2022-12,41266,6031.85842985843,7799.16311637081
Italy,2022-12,883045,46068.004504504504,35780.762919132154
Japan,2022-12,4419369,92033.00193050194,27848.70256410256
Jordan,2022-12,0,731.0274131274132,3424.101972386587
Kazakhstan,2022-12,2671,450.2272844272844,2986.036785009862
"Korea, South",2022-12,1960987,80928.38931788932,31122.75996055227
Malaysia,2022-12,34509,6153.186229086229,8304.36469428008
Mexico,2022-12,109291,4457.395238095238,13690.708481262327
Netherlands,2022-12,27230,10457.226640926641,14169.667751479292
New South Wales,2022-12,184624,9555.97915057915,4470.288362919132
Pakistan,2022-12,547,-913.0149292149292,3691.2786982248517
Peru,2022-12,206260,2100.563577863578,8656.709960552265
Philippines,2022-12,28166,1904.8181467181466,7891.337179487178
Poland,2022-12,15724,2397.649034749035,12598.207692307695
Portugal,2022-12,11793,8604.118918918919,8483.644871794872
Romania,2022-12,11646,2371.15444015444,6115.0235700197245
Russia,2022-12,206039,22752.99111969112,36967.96114398423
Serbia,2022-12,22868,2370.973359073359,4290.7644970414185
Slovakia,2022-12,7062,2408.7194337194337,4713.567061143984
South Africa,2022-12,7312,-966.8687258687258,8959.874556213017
Spain,2022-12,88754,11565.516087516087,24604.73234714004
Sweden,2022-12,48176,1525.713770913771,5093.508185404339
Switzerland,2022-12,61533,6765.32175032175,6739.845759368836
Taiwan*,2022-12,533994,29944.872458172456,7575.245167652862
Thailand,2022-12,14564,6916.090862290862,7362.509861932941
Turkey,2022-12,0,13618.690862290863,30693.57544378698
US,2022-12,1952012,71343.55366795367,187040.68047337275
Ukraine,2022-12,20087,2550.6620334620334,11039.08934911242
United Kingdom,2022-12,136912,24159.2416988417,41983.094871794885
Victoria,2022-12,100127,6986.8667953667955,3348.961439842209
Vietnam,2022-12,9323,23749.57027027027,15338.120414201185
Argentina,2023-01,145996,3194.393551446183,19459.634615384617
Austria,2023-01,75136,9887.4893314367,7888.694082840237
Bangladesh,2023-01,431,-652.6522048364153,4491.330867850099
Belgium,2023-01,23251,4189.870317686107,7980.535305719923
Brazil,2023-01,493299,7543.089378852536,73173.49684418144
Chile,2023-01,81454,5669.948079658606,8254.774358974359
Colombia,2023-01,16263,-3067.141299193931,14433.826923076924
Czechia,2023-01,9608,2494.862256993836,8471.885996055227
Denmark,2023-01,13944,4688.919393077288,5091.294378698225
France,2023-01,215879,58870.19582740635,55232.15719921105
Georgia,2023-01,5360,1500.4701280227596,3135.4607495069035
Germany,2023-01,409967,70458.68278805121,49017.373865877715
Greece,2023-01,0,10708.453769559033,7036.486094674554
Hungary,2023-01,6011,1360.793978188715,3974.0292899408287
India,2023-01,4247,-17581.771692745377,99855.6201183432
Indonesia,2023-01,10201,2777.6787577050736,12783.858579881655
Iran,2023-01,3210,-464.9476055002371,15860.356607495067
Iraq,2023-01,438,-980.5687529634898,5514.051676528598
Ireland,2023-01,12585,1731.5014224751067,2801.6844181459555
Israel,2023-01,22504,5087.009009009009,7799.16311637081
Italy,2023-01,310084,40773.79255571361,35780.762919132154
Japan,2023-01,3320370,95471.20317686108,27848.70256410256
Jordan,2023-01,0,466.22641062114747,3424.101972386587
Kazakhstan,2023-01,8243,273.4362256993836,2986.036785009862
"Korea, South",2023-01,1080266,75697.76695116168,31122.75996055227
Malaysia,2023-01,9916,5113.863916548127,8304.36469428008
Mexico,2023-01,133785,3818.8423423423424,13690.708481262327
Netherlands,2023-01,13266,8672.490753911807,14169.667751479292
New South Wales,2023-01,50334,8562.930061640587,4470.288362919132
Pakistan,2023-01,540,-1025.4217638691323,3691.2786982248517
Peru,2023-01,22603,1502.660502607871,8656.709960552265
Philippines,2023-01,8760,1310.0229966808913,7891.337179487178
Poland,2023-01,10912,1500.0101944049313,12598.207692307695
Portugal,2023-01,9849,7308.500474158369,8483.644871794872
Romania,2023-01,16526,1862.2956377430062,6115.0235700197245
Russia,2023-01,150437,19051.20412517781,36967.96114398423
Serbia,2023-01,24945,2000.264343290659,4290.7644970414185
Slovakia,2023-01,3397,1918.0595068752964,4713.567061143984
South Africa,2023-01,6764,-1341.6628733997154,8959.874556213017
Spain,2023-01,47220,9231.83048838312,24604.73234714004
Sweden,2023-01,18596,1167.5426742532006,5093.508185404339
Switzerland,2023-01,8399,5745.542674253201,6739.845759368836
Taiwan*,2023-01,690463,29478.54054054054,7575.245167652862
Thailand,2023-01,5176,5832.451161688004,7362.509861932941
Turkey,2023-01,123084,11063.135846372688,30693.57544378698
US,2023-01,1597537,60583.85633001423,187040.68047337275
Ukraine,2023-01,16639,1749.0417259364629,11039.08934911242
United Kingdom,2023-01,139277,19985.324798482692,41983.094871794885
Victoria,2023-01,24741,6204.532954006639,3348.961439842209
Vietnam,2023-01,1266,20513.810573731625,15338.120414201185
Argentina,2023-02,6990,1878.6955903271694,19459.634615384617
Austria,2023-02,131065,9025.06138527191,7888.694082840237
Bangladesh,2023-02,217,-824.5213918371813,4491.330867850099
Belgium,2023-02,26156,3460.118065433855,7980.535305719923
Brazil,2023-02,228356,3857.981617244775,73173.49684418144
Chile,2023-02,47347,4865.3616369405845,8254.774358974359
Colombia,2023-02,4250,-3509.145092460882,14433.826923076924
Czechia,2023-02,20337,1883.0992449939818,8471.885996055227
Denmark,2023-02,3580,3970.7193347193347,5091.294378698225
France,2023-02,96391,50521.12495896706,55232.15719921105
Georgia,2023-02,11418,1232.7663858190174,3135.4607495069035
Germany,2023-02,389075,62480.073312178574,49017.373865877715
Greece,2023-02,0,9277.604661341504,7036.486094674554
Hungary,2023-02,3142,1029.0059087427508,3974.0292899408287
India,2023-02,3717,-21103.667469088523,99855.6201183432
Indonesia,2023-02,6030,1852.0179450705766,12783.858579881655
Iran,2023-02,3556,-1242.48561111719,15860.356607495067
Iraq,2023-02,0,-1174.923186344239,5514.051676528598
Ireland,2023-02,2991,1424.3746580588686,2801.6844181459555
Israel,2023-02,13094,4225.003392056024,7799.16311637081
Italy,2023-02,123063,35350.394572710364,35780.762919132154
Japan,2023-02,672183,87286.44228033701,27848.70256410256
Jordan,2023-02,0,239.20439873071453,3424.101972386587
Kazakhstan,2023-02,2119,97.22748659590765,2986.036785009862
"Korea, South",2023-02,328946,67902.4290403764,31122.75996055227
Malaysia,2023-02,6198,4194.473027683554,8304.36469428008
Mexico,2023-02,83177,3055.591530802057,13690.708481262327
Netherlands,2023-02,13796,7122.1384177699965,14169.667751479292
New South Wales,2023-02,25531,7583.5525768683665,4470.288362919132
Pakistan,2023-02,686,-1116.2477295108874,3691.2786982248517
Peru,2023-02,4788,916.1127037969143,8656.709960552265
Philippines,2023-02,3104,776.1241930189299,7891.337179487178
Poland,2023-02,40089,848.8880621512201,12598.207692307695
Portugal,2023-02,2801,6148.83904147062,8483.644871794872
Romania,2023-02,15336,1417.3051756209652,6115.0235700197245
Russia,2023-02,319767,16512.352007878322,36967.96114398423
Serbia,2023-02,21365,1662.4944742313164,4290.7644970414185
Slovakia,2023-02,4614,1498.0609475872634,4713.567061143984
South Africa,2023-02,7607,-1651.468979100558,8959.874556213017
Spain,2023-02,31858,7148.15515920779,24604.73234714004
Sweden,2023-02,4369,800.6986541197067,5093.508185404339
Switzerland,2023-02,4524,4839.574461100777,6739.845759368836
Taiwan*,2023-02,433114,27920.8189079768,7575.245167652862
Thailand,2023-02,1051,4870.824488456067,7362.509861932941
Turkey,2023-02,0,8347.290950869898,30693.57544378698
US,2023-02,1080585,49097.73366889156,187040.68047337275
Ukraine,2023-02,14475,1051.65991902834,11039.08934911242
United Kingdom,2023-02,95793,16179.68968158442,41983.094871794885
Victoria,2023-02,12330,5464.024291497975,3348.961439842209
Vietnam,2023-02,420,17676.282853703906,15338.120414201185
Argentina,2023-03,832,724.3815789473684,19459.634615384617
Austria,2023-03,49849,7941.599595141701,7888.694082840237
Bangladesh,2023-03,98,-968.5576923076923,4491.330867850099
Belgium,2023-03,21710,2806.6137651821864,7980.535305719923
Brazil,2023-03,23117,-92.75263157894737,73173.49684418144
Chile,2023-03,25958,4077.3902834008095,8254.774358974359
Colombia,2023-03,1920,-3882.0131578947367,14433.826923076924
Czechia,2023-03,8436,1307.731983805668,8471.885996055227
Denmark,2023-03,1047,3332.4726720647773,5091.294378698225
France,2023-03,39240,42978.17935222672,55232.15719921105
Georgia,2023-03,1939,962.9894736842106,3135.4607495069035
Germany,2023-03,80152,54239.09493927126,49017.373865877715
Greece,2023-03,0,8020.196558704453,7036.486094674554
Hungary,2023-03,1835,736.7253036437247,3974.0292899408287
India,2023-03,2901,-24032.795141700404,99855.6201183432
Indonesia,2023-03,2179,1039.7113360323888,12783.858579881655
Iran,2023-03,4405,-1898.3392712550608,15860.356607495067
Iraq,2023-03,0,-1336.353036437247,5514.051676528598
Ireland,2023-03,1258,1149.991902834008,2801.6844181459555
Israel,2023-03,4550,3439.8716599190284,7799.16311637081
Italy,2023-03,26658,30212.895546558706,35780.762919132154
Japan,2023-03,93208,77735.37165991902,27848.70256410256
Jordan,2023-03,0,44.44251012145749,3424.101972386587
Kazakhstan,2023-03,0,-61.75161943319838,2986.036785009862
"Korea, South",2023-03,89510,60064.33886639676,31122.75996055227
Malaysia,2023-03,1927,3376.895141700405,8304.36469428008
Mexico,2023-03,32015,2195.3635627530366,13690.708481262327
Netherlands,2023-03,3824,5732.629352226721,14169.667751479292
New South Wales,2023-03,15023,6677.731983805668,4470.288362919132
Pakistan,2023-03,413,-1190.5558704453442,3691.2786982248517
Peru,2023-03,1519,399.1945344129555,8656.709960552265
Philippines,2023-03,1145,309.737044534413,7891.337179487178
Poland,2023-03,25480,233.47651821862348,12598.207692307695
Portugal,2023-03,3765,5138.7248987854255,8483.644871794872
Romania,2023-03,5704,994.8544534412955,6115.0235700197245
Russia,2023-03,115139,13494.023076923077,36967.96114398423
Serbia,2023-03,7579,1314.6736842105263,4290.7644970414185
Slovakia,2023-03,2248,1124.5850202429149,4713.567061143984
South Africa,2023-03,3494,-1925.463157894737,8959.874556213017
Spain,2023-03,7093,5246.274089068826,24604.73234714004
Sweden,2023-03,1512,473.4022267206478,5093.508185404339
Switzerland,2023-03,1472,4035.664777327935,6739.845759368836
Taiwan*,2023-03,0,24817.553441295546,7575.245167652862
Thailand,2023-03,147,4027.5323886639676,7362.509861932941
Turkey,2023-03,0,5996.272267206477,30693.57544378698
US,2023-03,359247,36327.13765182186,187040.68047337275
Ukraine,2023-03,18083,466.0352226720648,11039.08934911242
United Kingdom,2023-03,55159,12711.748582995951,41983.094871794885
Victoria,2023-03,6297,4787.524493927125,3348.961439842209
